"ID";"Торгівельне найменування";"Міжнародне непатентоване найменування";"Форма випуску";"Умови відпуску";"Склад (діючі)";"Фармакотерапевтична група";"Код АТС 1";"Код АТС 2";"Код АТС 3";"Заявник: назва українською";"Заявник: країна";"Заявник: адреса";"Кількість виробників";"Виробник 1: назва українською";"Виробник 1: країна ";"Виробник 1: адреса";"Виробник 2: назва українською";"Виробник 2: країна ";"Виробник 2: адреса";"Виробник 3: назва українською";"Виробник 3: країна ";"Виробник 3: адреса";"Виробник 4: назва українською";"Виробник 4: країна ";"Виробник 4: адреса";"Виробник 5: назва українською";"Виробник 5: країна ";"Виробник 5: адреса";"Номер Реєстраційного посвідчення";"Дата початку дії";"Дата закінчення";"Тип ЛЗ";"ЛЗ біологічного походження";"ЛЗ рослинного походження";"ЛЗ-сирота";"Гомеопатичний ЛЗ";"Тип МНН";"Дострокове припинення";"Дострокове припинення: останній день дії";"Дострокове припинення: причина";"URL інструкції";"Термін придатності";"Термін придатності: значення";"Термін придатності: одиниця вимірювання"
"C0CE3950830545DFC22585540043C01F";"L-АРГІНІНУ МОНОГІДРОХЛОРИД";"Arginine hydrochloride";"порошок (субстанція) у подвійних поліетиленових пакетах для виробництва стерильних лікарських форм";"";"L - аргініну моногідрохлориду від 99,0 % до 101,0 %";"Субстанції.";"";"";"";"ТОВ ""Мультіфарма""";"Україна";"";"1";"Кіова Хакко Біо Ко. Лтд.";"Японія";"";;;;;;;;;;;;;UA/10698/01/01;23.04.2020;"необмежений";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"4 роки";4;"рік"
"1C3B5BFC15B0F8F5C2258C35002E0A25";"L-АСПАРАГІНАЗА / L-ASPARAGINASE";"Asparaginase";"ліофілізат по 10000 МО у флаконі; по 1 флакону у картонній коробці";"за рецептом";"1 флакон містить: L-аспарагінази 10000 МО";"Антинеопластичні засоби. Інші антинеопластичні засоби.";"L01XX2";"";"";"Євро Лайфкер Прайвіт Лімітед";"Індія";"";"1";"Напрод Лайф Саєнсес Пвт. Лтд.";"Індія";"";;;;;;;;;;;;;UA/19291/01/01;08.04.2022;"08.04.2026";Звичайний;Так;Ні;Ні;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/DA4DEE19CB41C32CC2258C3B002DA2E7/$file/UA192910101_1C3B.pdf";"24 місяці";24;"місяць"
"1F8D5C57E97B88A6C22587ED004187E1";"L-ВАЛІН";"Valine*";"кристалічний порошок або кристали (субстанція) у подвійних поліетиленових пакетах для фармацевтичного застосування";"";"L- валіну не менше 98,5 % і не більше 101,0 % (в перерахунку на суху речовину)";"Субстанції.";"";"";"";"АМІНО ГмбХ";"Німеччина";"";"1";"АМІНО ГмбХ";"Німеччина";"";;;;;;;;;;;;;UA/16455/01/01;17.02.2022;"необмежений";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"період переконтролю - 4 роки";4;"рік"
"6970EE8B89E5A72AC22582900024649B";"L-ВАЛІН";"Valine*";"порошок (субстанція) у поліетиленових пакетах для виробництва стерильних лікарських форм";"";"(2S,2S)-2-аміно-3-метилбутанової кислоти не менше 99,0 % та не більше 101,0 % у перерахунку на суху речовину";"Субстанції.";"";"";"";"ПрАТ ""Мультіфарма""";"Україна";"";"1";"Кіова Хакко Біо Ко., Лтд";"Японія";"";;;;;;;;;;;;;UA/12025/01/01;15.02.2017;"необмежений";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"4 роки";4;"рік"
"B8DD60FC5E355382C22587F8003DCB7B";"L-ГІСТИДИН";"Histidine*";"кристалічний порошок або кристали (субстанція) у подвійних поліетиленових пакетах для фармацевтичного застосування";"";"L-гістидину не менше 98,5 % і не більше 101,0 % (в перерахунку на суху речовину)";"Субстанції.";"";"";"";"АМІНО ГмбХ";"Німеччина";"";"1";"АМІНО ГмбХ";"Німеччина";"";;;;;;;;;;;;;UA/16456/01/01;23.02.2022;"необмежений";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"період переконтролю - 3 роки";3;"рік"
"3CAB4B16E3E39BFFC22587260021CB52";"L-ГІСТИДИН";"Histidine*";"порошок (субстанція) у подвійних поліетиленових пакетах для виробництва нестерильних лікарських форм";"";"L-гістидину не менше 98,5 % і не більше 101,0 %, у перерахунку на суху речовину";"Субстанції.";"";"";"";"ТОВ ""Фармацевтична компанія ""ФарКоС""";"Україна";"";"1";"Кіова Хакко Біо Ко., Лтд";"Японія";"";;;;;;;;;;;;;UA/4907/01/01;29.03.2021;"необмежений";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"3 роки";3;"рік"
"941D1838ECFC93E4C225869300309A49";"L-ГІСТИДИНУ МОНОГІДРОХЛОРИДУ МОНОГІДРАТ";"Histidine*";"порошок (субстанція) у подвійних поліетиленових пакетах для виробництва стерильних лікарських форм";"";"L-Гістидину Моногідрохлориду Моногідрату від 99,0 % до 101,0 %";"Субстанції.";"";"";"";"ТОВ ""Мультіфарма""";"Україна";"";"1";"Кіова Хакко Біо Ко., Лтд.";"Японія";"";;;;;;;;;;;;;UA/10699/01/01;05.05.2020;"необмежений";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"4 роки";4;"рік"
"0BD035E73CB0B550C22584B6002FD442";"L-ГЛУТАМІНОВА КИСЛОТА";"Glutamic acid*";"кристалічний порошок (субстанція) у пакетах подвійних поліетиленових для фармацевтичного застосування";"";"глутамінової кислоти не менше 98,5 % і не більше 100,5 %, в перерахунку на суху речовину//";"Субстанції.";"";"";"";"ПрАТ ""Фармацевтична фірма ""Дарниця""";"Україна";"";"1";"КІЙОВА ХАККО БІО КО., ЛТД.";"Японія";"";;;;;;;;;;;;;UA/14057/01/01;14.11.2019;"необмежений";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"термін переконтролю - 3 роки";3;"рік"
"1F642A820F3D9265C225835900505452";"L-ГЛУТАМІНОВА КИСЛОТА";"Glutamic acid*";"порошок (субстанція) в пакетах подвійних поліетиленових для фармацевтичного застосування";"";"L-глутамінової кислоти не менше 99,0 % і не більше 100,5 % у перерахуванні на суху речовину";"Субстанції.";"";"";"";"АТ ""КИЇВСЬКИЙ ВІТАМІННИЙ ЗАВОД""";"Україна";"";"1";"""Усі Цзінхай Аміно Ейсід Ко., Лтд.""";"Китай";"";;;;;;;;;;;;;UA/12026/01/01;30.05.2016;"необмежений";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"4 роки";4;"рік"
"E101DAD662A9A171C22587F8003E7B5F";"L-ІЗОЛЕЙЦИН";"Isoleucine*";"кристалічний порошок або пластівці (субстанція) у подвійних поліетиленових пакетах для фармацевтичного застосування";"";"L- ізолейцину не менше 98,5 % і не більше 101,0 % (в перерахунку на суху речовину)";"Субстанції.";"";"";"";"АМІНО ГмбХ";"Німеччина";"";"1";"АМІНО ГмбХ";"Німеччина";"";;;;;;;;;;;;;UA/16457/01/01;23.02.2022;"необмежений";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"період переконтролю - 4 роки";4;"рік"
"5B440B832FB212F0C22580FF003C3037";"L-ІЗОЛЕЙЦИН";"Isoleucine*";"порошок (субстанція) у поліетиленових пакетах для виробництва стерильних лікарських форм";"";"(2S,2S)-2-аміно-3-метилпентанової кислоти не менше 99,0 % та не більше 101,0 % у перерахунку на суху речовину";"Субстанції.";"";"";"";"ПрАТ ""Мультіфарма""";"Україна";"";"1";"Кіова Хакко Біо Ко., Лтд";"Японія";"";;;;;;;;;;;;;UA/12027/01/01;06.04.2017;"необмежений";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"4 роки";4;"рік"
"3E7622BEE94157A4C22587ED00432913";"L-ЛЕЙЦИН";"Levoleucine*";"кристалічний порошок або пластівці (субстанція) у подвійних поліетиленових пакетах для фармацевтичного застосування";"";"L- лейцину не менше 98,5 % і не більше 101,0 % (в перерахунку на суху речовину)";"Субстанції.";"";"";"";"АМІНО ГмбХ";"Німеччина";"";"1";"АМІНО ГмбХ";"Німеччина";"";;;;;;;;;;;;;UA/16458/01/01;17.02.2022;"необмежений";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"період переконтролю - 4 роки";4;"рік"
"7120802128B05F03C22580FF003CBD08";"L-ЛЕЙЦИН";"Levoleucine*";"порошок (субстанція) у поліетиленових пакетах для виробництва стерильних лікарських форм";"";"(S)-2-аміно-4-метилпентанової кислоти не менше 99,0 % та не більше 101,0 % у перерахунку на суху речовину";"Субстанції.";"";"";"";"ПрАТ ""Мультіфарма""";"Україна";"";"1";"Кіова Хакко Біо Ко., Лтд";"Японія";"";;;;;;;;;;;;;UA/12028/01/01;06.04.2017;"необмежений";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"4 роки";4;"рік"
"1EE5F54B37A270D0C22588A3003E8D4F";"L-ЛІЗИНУ ГІДРОХЛОРИД";"Lysine";"кристалічний порошок (субстанція) у поліетиленових мішках для фармацевтичного застосування";"";"лізину гідрохлориду від 98,5 % до 101,0 % в перерахунку на суху речовину";"Субстанції.";"";"";"";"Спільне українсько-іспанське підприємство ""Сперко Україна""";"Україна";"";"1";"""ЕВОНІК РЕКСІМ С.А.С.""";"Франція";"";;;;;;;;;;;;;UA/15282/01/01;17.09.2020;"необмежений";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"період переконтролю - 3 роки";3;"рік"
